,0
0,0.7115693707290153
1,0.693707521571165
2,0.6936741967601318
3,0.6931804445564328
4,0.6931472183755283
5,0.6931480323535076
6,0.6931483325539608
7,0.6931469864336437
8,0.6931471172842888
9,0.6931470341444984
10,0.6931469193519172
11,0.6931467750680269
12,0.693146604396587
13,0.6931464108003398
14,0.6931461977244558
15,0.6931459683686367
16,0.6931457255632218
17,0.6931454717160357
18,0.6931452088056758
19,0.6931449384037798
20,0.693144661713943
21,0.6931443796187622
22,0.6931440927292801
23,0.6931438014331279
24,0.6931435059391192
25,0.6931432063170813
26,0.6931429025323932
27,0.6931425944751952
28,0.6931422819845117
29,0.6931419648677197
30,0.6931416429158846
31,0.6931413159155043
32,0.6931409836572177
33,0.6931406459419778
34,0.6931403025851615
35,0.6931399534190271
36,0.6931395982938744
37,0.6931392370782155
38,0.6931388696582088
39,0.6931384959365684
40,0.6931381158311116
41,0.6931377292730906
42,0.6931373362054016
43,0.693136936580761
44,0.6931365303599045
45,0.6931361175098499
46,0.6931356980022599
47,0.6931352718119159
48,0.6931348389153189
49,0.6931343992894179
50,0.6931339529104678
51,0.6931334997530098
52,0.693133039788971
53,0.693132572986871
54,0.6931320993111292
55,0.6931316187214646
56,0.6931311311723728
57,0.6931306366126776
58,0.6931301349851438
59,0.6931296262261426
60,0.6931291102653674
61,0.693128587025583
62,0.6931280564224118
63,0.6931275183641428
64,0.6931269727515642
65,0.6931264194778102
66,0.6931258584282213
67,0.6931252894802121
68,0.6931247125031429
69,0.6931241273581957
70,0.6931235338982483
71,0.6931229319677441
72,0.6931223214025589
73,0.6931217020298621
74,0.6931210736679669
75,0.6931204361261727
76,0.693119789204598
77,0.6931191326939984
78,0.6931184663755746
79,0.6931177900207668
80,0.6931171033910314
81,0.6931164062376073
82,0.6931156983012602
83,0.6931149793120163
84,0.6931142489888726
85,0.6931135070394938
86,0.6931127531598856
87,0.6931119870340515
88,0.6931112083336269
89,0.6931104167174912
90,0.6931096118313603
91,0.6931087933073511
92,0.6931079607635252
93,0.6931071138034046
94,0.6931062520154632
95,0.6931053749725865
96,0.6931044822315059
97,0.6931035733322003
98,0.6931026477972648
99,0.6931017051312487
